temperature, rainfall, humidity, yeild1, yeild2, yeild3
60.00  ,  86.00  ,  73.00  ,  813.40  ,  813.40  ,  2860.00
91.00  ,  22.00  ,  93.00  ,  929.70  ,  929.70  ,  2680.00
95.00  ,  90.00  ,  23.00  ,  376.10  ,  376.10  ,  2632.00
78.00  ,  45.00  ,  85.00  ,  879.50  ,  879.50  ,  2711.00
53.00  ,  87.00  ,  92.00  ,  986.00  ,  986.00  ,  3055.00
72.00  ,  53.00  ,  81.00  ,  850.10  ,  850.10  ,  2687.00
97.00  ,  20.00  ,  38.00  ,  424.10  ,  424.10  ,  1956.00
93.00  ,  77.00  ,  60.00  ,  698.60  ,  698.60  ,  2957.00
48.00  ,  74.00  ,  95.00  ,  994.20  ,  994.20  ,  2868.00
37.00  ,  48.00  ,  98.00  ,  982.50  ,  982.50  ,  2440.00
86.00  ,  47.00  ,  68.00  ,  729.70  ,  729.70  ,  2595.00
40.00  ,  80.00  ,  76.00  ,  823.20  ,  823.20  ,  2584.00
75.00  ,  48.00  ,  42.00  ,  486.30  ,  486.30  ,  2112.00
96.00  ,  80.00  ,  52.00  ,  630.40  ,  630.40  ,  2920.00
40.00  ,  26.00  ,  72.00  ,  716.20  ,  716.20  ,  1826.00
62.00  ,  20.00  ,  40.00  ,  425.00  ,  425.00  ,  1564.00
73.00  ,  72.00  ,  89.00  ,  948.90  ,  948.90  ,  3058.00
66.00  ,  67.00  ,  93.00  ,  975.70  ,  975.70  ,  2965.00
56.00  ,  55.00  ,  62.00  ,  669.90  ,  669.90  ,  2255.00
39.00  ,  82.00  ,  66.00  ,  733.30  ,  733.30  ,  2458.00
23.00  ,  98.00  ,  29.00  ,  405.70  ,  405.70  ,  1956.00
73.00  ,  63.00  ,  60.00  ,  670.40  ,  670.40  ,  2535.00
76.00  ,  39.00  ,  64.00  ,  677.50  ,  677.50  ,  2315.00
76.00  ,  28.00  ,  63.00  ,  654.00  ,  654.00  ,  2158.00
82.00  ,  88.00  ,  76.00  ,  854.60  ,  854.60  ,  3192.00
79.00  ,  28.00  ,  68.00  ,  701.50  ,  701.50  ,  2264.00
81.00  ,  80.00  ,  85.00  ,  926.50  ,  926.50  ,  3202.00
35.00  ,  67.00  ,  62.00  ,  675.00  ,  675.00  ,  2159.00
63.00  ,  97.00  ,  68.00  ,  783.20  ,  783.20  ,  2969.00
39.00  ,  40.00  ,  71.00  ,  724.70  ,  724.70  ,  1982.00
94.00  ,  76.00  ,  95.00  ,  1019.80  ,  1019.80  ,  3446.00
64.00  ,  58.00  ,  58.00  ,  641.00  ,  641.00  ,  2334.00
42.00  ,  28.00  ,  92.00  ,  903.80  ,  903.80  ,  2156.00
79.00  ,  49.00  ,  72.00  ,  765.60  ,  765.60  ,  2593.00
83.00  ,  83.00  ,  55.00  ,  655.40  ,  655.40  ,  2845.00
73.00  ,  80.00  ,  58.00  ,  674.10  ,  674.10  ,  2728.00
30.00  ,  44.00  ,  91.00  ,  909.40  ,  909.40  ,  2206.00
85.00  ,  45.00  ,  35.00  ,  423.00  ,  423.00  ,  2095.00
72.00  ,  95.00  ,  96.00  ,  1042.70  ,  1042.70  ,  3443.00
67.00  ,  100.00  ,  64.00  ,  752.30  ,  752.30  ,  3000.00
46.00  ,  76.00  ,  36.00  ,  453.00  ,  453.00  ,  2044.00
36.00  ,  24.00  ,  58.00  ,  582.80  ,  582.80  ,  1556.00
57.00  ,  54.00  ,  50.00  ,  558.70  ,  558.70  ,  2086.00
39.00  ,  79.00  ,  73.00  ,  793.80  ,  793.80  ,  2517.00
49.00  ,  62.00  ,  31.00  ,  390.30  ,  390.30  ,  1828.00
61.00  ,  56.00  ,  40.00  ,  471.30  ,  471.30  ,  2020.00
75.00  ,  93.00  ,  68.00  ,  784.00  ,  784.00  ,  3061.00
65.00  ,  55.00  ,  95.00  ,  978.00  ,  978.00  ,  2825.00
63.00  ,  53.00  ,  88.00  ,  910.00  ,  910.00  ,  2677.00
28.00  ,  24.00  ,  60.00  ,  597.20  ,  597.20  ,  1488.00
27.00  ,  82.00  ,  76.00  ,  819.30  ,  819.30  ,  2454.00
50.00  ,  35.00  ,  48.00  ,  512.10  ,  512.10  ,  1727.00
47.00  ,  60.00  ,  92.00  ,  947.90  ,  947.90  ,  2632.00
62.00  ,  30.00  ,  43.00  ,  465.60  ,  465.60  ,  1736.00
30.00  ,  74.00  ,  100.00  ,  1031.20  ,  1031.20  ,  2722.00
78.00  ,  42.00  ,  53.00  ,  581.20  ,  581.20  ,  2224.00
76.00  ,  54.00  ,  83.00  ,  871.80  ,  871.80  ,  2776.00
60.00  ,  25.00  ,  40.00  ,  430.50  ,  430.50  ,  1605.00
27.00  ,  93.00  ,  37.00  ,  474.80  ,  474.80  ,  2051.00
24.00  ,  30.00  ,  83.00  ,  814.60  ,  814.60  ,  1840.00
67.00  ,  69.00  ,  69.00  ,  758.00  ,  758.00  ,  2667.00
46.00  ,  84.00  ,  60.00  ,  684.20  ,  684.20  ,  2484.00
60.00  ,  47.00  ,  23.00  ,  302.70  ,  302.70  ,  1653.00
79.00  ,  97.00  ,  99.00  ,  1076.40  ,  1076.40  ,  3595.00
60.00  ,  27.00  ,  59.00  ,  607.90  ,  607.90  ,  1897.00
88.00  ,  46.00  ,  24.00  ,  324.60  ,  324.60  ,  1990.00
37.00  ,  46.00  ,  83.00  ,  841.90  ,  841.90  ,  2204.00
78.00  ,  51.00  ,  40.00  ,  473.30  ,  473.30  ,  2159.00
33.00  ,  21.00  ,  24.00  ,  264.60  ,  264.60  ,  1005.00
66.00  ,  48.00  ,  57.00  ,  619.80  ,  619.80  ,  2214.00
50.00  ,  74.00  ,  22.00  ,  323.60  ,  323.60  ,  1870.00
54.00  ,  53.00  ,  41.00  ,  473.10  ,  473.10  ,  1911.00
50.00  ,  78.00  ,  76.00  ,  825.60  ,  825.60  ,  2678.00
98.00  ,  21.00  ,  68.00  ,  701.90  ,  701.90  ,  2401.00
99.00  ,  79.00  ,  21.00  ,  345.40  ,  345.40  ,  2509.00
96.00  ,  99.00  ,  66.00  ,  783.90  ,  783.90  ,  3363.00
80.00  ,  31.00  ,  56.00  ,  595.50  ,  595.50  ,  2147.00
44.00  ,  59.00  ,  67.00  ,  715.10  ,  715.10  ,  2233.00
50.00  ,  41.00  ,  33.00  ,  381.90  ,  381.90  ,  1595.00
59.00  ,  77.00  ,  94.00  ,  994.40  ,  994.40  ,  3025.00
87.00  ,  72.00  ,  45.00  ,  551.10  ,  551.10  ,  2610.00
39.00  ,  47.00  ,  37.00  ,  421.00  ,  421.00  ,  1597.00
38.00  ,  31.00  ,  67.00  ,  675.70  ,  675.70  ,  1797.00
52.00  ,  57.00  ,  72.00  ,  762.50  ,  762.50  ,  2373.00
67.00  ,  94.00  ,  70.00  ,  799.70  ,  799.70  ,  3006.00
36.00  ,  21.00  ,  92.00  ,  891.70  ,  891.70  ,  1993.00
89.00  ,  40.00  ,  38.00  ,  446.10  ,  446.10  ,  2120.00
47.00  ,  84.00  ,  47.00  ,  565.10  ,  565.10  ,  2314.00
55.00  ,  72.00  ,  78.00  ,  838.70  ,  838.70  ,  2688.00
86.00  ,  24.00  ,  56.00  ,  589.40  ,  589.40  ,  2128.00
33.00  ,  100.00  ,  26.00  ,  385.70  ,  385.70  ,  2060.00
62.00  ,  89.00  ,  67.00  ,  763.10  ,  763.10  ,  2839.00
89.00  ,  95.00  ,  39.00  ,  526.80  ,  526.80  ,  2849.00
83.00  ,  78.00  ,  48.00  ,  584.50  ,  584.50  ,  2682.00
67.00  ,  56.00  ,  78.00  ,  823.90  ,  823.90  ,  2624.00
41.00  ,  80.00  ,  42.00  ,  510.90  ,  510.90  ,  2120.00
81.00  ,  67.00  ,  53.00  ,  615.20  ,  615.20  ,  2585.00
32.00  ,  91.00  ,  65.00  ,  732.30  ,  732.30  ,  2477.00
59.00  ,  60.00  ,  43.00  ,  503.10  ,  503.10  ,  2090.00
22.00  ,  45.00  ,  83.00  ,  833.10  ,  833.10  ,  2011.00
59.00  ,  93.00  ,  66.00  ,  757.60  ,  757.60  ,  2841.00
40.00  ,  56.00  ,  27.00  ,  341.20  ,  341.20  ,  1586.00
93.00  ,  41.00  ,  38.00  ,  449.40  ,  449.40  ,  2181.00
92.00  ,  32.00  ,  48.00  ,  529.20  ,  529.20  ,  2192.00
87.00  ,  70.00  ,  22.00  ,  336.90  ,  336.90  ,  2262.00
96.00  ,  33.00  ,  34.00  ,  403.70  ,  403.70  ,  2057.00
84.00  ,  71.00  ,  91.00  ,  971.50  ,  971.50  ,  3205.00
75.00  ,  51.00  ,  41.00  ,  481.00  ,  481.00  ,  2137.00
43.00  ,  87.00  ,  50.00  ,  594.60  ,  594.60  ,  2347.00
64.00  ,  34.00  ,  37.00  ,  416.60  ,  416.60  ,  1728.00
38.00  ,  49.00  ,  39.00  ,  441.50  ,  441.50  ,  1639.00
55.00  ,  46.00  ,  76.00  ,  786.50  ,  786.50  ,  2322.00
35.00  ,  64.00  ,  52.00  ,  579.10  ,  579.10  ,  1980.00
44.00  ,  48.00  ,  70.00  ,  728.40  ,  728.40  ,  2132.00
41.00  ,  96.00  ,  70.00  ,  789.30  ,  789.30  ,  2720.00
40.00  ,  49.00  ,  96.00  ,  966.90  ,  966.90  ,  2461.00
78.00  ,  99.00  ,  70.00  ,  811.70  ,  811.70  ,  3203.00
28.00  ,  82.00  ,  83.00  ,  884.20  ,  884.20  ,  2564.00
38.00  ,  81.00  ,  89.00  ,  943.10  ,  943.10  ,  2755.00
61.00  ,  64.00  ,  57.00  ,  638.10  ,  638.10  ,  2362.00
72.00  ,  20.00  ,  85.00  ,  844.00  ,  844.00  ,  2314.00
40.00  ,  87.00  ,  81.00  ,  878.30  ,  878.30  ,  2745.00
96.00  ,  39.00  ,  93.00  ,  954.30  ,  954.30  ,  2961.00
76.00  ,  32.00  ,  48.00  ,  521.20  ,  521.20  ,  2000.00
32.00  ,  30.00  ,  96.00  ,  938.20  ,  938.20  ,  2118.00
74.00  ,  68.00  ,  93.00  ,  981.00  ,  981.00  ,  3074.00
60.00  ,  36.00  ,  88.00  ,  886.40  ,  886.40  ,  2420.00
59.00  ,  66.00  ,  88.00  ,  924.90  ,  924.90  ,  2798.00
64.00  ,  31.00  ,  46.00  ,  495.50  ,  495.50  ,  1815.00
82.00  ,  53.00  ,  76.00  ,  809.10  ,  809.10  ,  2737.00
80.00  ,  61.00  ,  57.00  ,  643.70  ,  643.70  ,  2551.00
100.00  ,  31.00  ,  69.00  ,  725.10  ,  725.10  ,  2569.00
61.00  ,  95.00  ,  81.00  ,  899.20  ,  899.20  ,  3101.00
29.00  ,  88.00  ,  69.00  ,  763.70  ,  763.70  ,  2458.00
33.00  ,  46.00  ,  78.00  ,  793.90  ,  793.90  ,  2086.00
26.00  ,  81.00  ,  84.00  ,  891.10  ,  891.10  ,  2541.00
34.00  ,  27.00  ,  43.00  ,  447.70  ,  447.70  ,  1361.00
74.00  ,  50.00  ,  92.00  ,  948.40  ,  948.40  ,  2826.00
89.00  ,  57.00  ,  56.00  ,  633.80  ,  633.80  ,  2593.00
26.00  ,  83.00  ,  30.00  ,  396.90  ,  396.90  ,  1811.00
59.00  ,  49.00  ,  82.00  ,  847.60  ,  847.60  ,  2493.00
66.00  ,  47.00  ,  56.00  ,  609.30  ,  609.30  ,  2187.00
100.00  ,  41.00  ,  20.00  ,  287.30  ,  287.30  ,  2013.00
68.00  ,  68.00  ,  89.00  ,  941.20  ,  941.20  ,  2946.00
30.00  ,  42.00  ,  97.00  ,  962.00  ,  962.00  ,  2264.00
94.00  ,  29.00  ,  67.00  ,  701.10  ,  701.10  ,  2443.00
33.00  ,  75.00  ,  58.00  ,  647.60  ,  647.60  ,  2183.00
74.00  ,  59.00  ,  36.00  ,  444.90  ,  444.90  ,  2159.00
74.00  ,  29.00  ,  41.00  ,  451.90  ,  451.90  ,  1839.00
73.00  ,  51.00  ,  50.00  ,  562.80  ,  562.80  ,  2239.00
100.00  ,  30.00  ,  69.00  ,  723.80  ,  723.80  ,  2556.00
89.00  ,  66.00  ,  83.00  ,  893.90  ,  893.90  ,  3088.00
99.00  ,  58.00  ,  27.00  ,  373.30  ,  373.30  ,  2320.00
36.00  ,  100.00  ,  83.00  ,  911.60  ,  911.60  ,  2894.00
26.00  ,  29.00  ,  22.00  ,  253.10  ,  253.10  ,  997.00
93.00  ,  93.00  ,  53.00  ,  655.00  ,  655.00  ,  3067.00
48.00  ,  78.00  ,  59.00  ,  668.20  ,  668.20  ,  2416.00
80.00  ,  65.00  ,  30.00  ,  400.50  ,  400.50  ,  2225.00
32.00  ,  38.00  ,  90.00  ,  893.40  ,  893.40  ,  2138.00
93.00  ,  56.00  ,  82.00  ,  873.70  ,  873.70  ,  2992.00
73.00  ,  42.00  ,  67.00  ,  707.50  ,  707.50  ,  2360.00
78.00  ,  85.00  ,  44.00  ,  554.30  ,  554.30  ,  2657.00
40.00  ,  37.00  ,  74.00  ,  748.90  ,  748.90  ,  1997.00
60.00  ,  94.00  ,  27.00  ,  400.60  ,  400.60  ,  2320.00
57.00  ,  97.00  ,  87.00  ,  955.00  ,  955.00  ,  3163.00
54.00  ,  40.00  ,  29.00  ,  345.80  ,  345.80  ,  1574.00
46.00  ,  54.00  ,  30.00  ,  369.20  ,  369.20  ,  1674.00
67.00  ,  95.00  ,  94.00  ,  1021.80  ,  1021.80  ,  3355.00
60.00  ,  61.00  ,  23.00  ,  320.90  ,  320.90  ,  1835.00
71.00  ,  70.00  ,  42.00  ,  512.90  ,  512.90  ,  2350.00
89.00  ,  83.00  ,  28.00  ,  410.00  ,  410.00  ,  2539.00
41.00  ,  51.00  ,  71.00  ,  740.00  ,  740.00  ,  2149.00
78.00  ,  51.00  ,  99.00  ,  1016.10  ,  1016.10  ,  2985.00
31.00  ,  56.00  ,  27.00  ,  336.70  ,  336.70  ,  1478.00
97.00  ,  92.00  ,  44.00  ,  572.90  ,  572.90  ,  2976.00
71.00  ,  97.00  ,  82.00  ,  916.00  ,  916.00  ,  3261.00
74.00  ,  59.00  ,  62.00  ,  684.10  ,  684.10  ,  2523.00
100.00  ,  55.00  ,  39.00  ,  480.30  ,  480.30  ,  2461.00
75.00  ,  46.00  ,  67.00  ,  713.70  ,  713.70  ,  2436.00
92.00  ,  41.00  ,  58.00  ,  632.90  ,  632.90  ,  2449.00
89.00  ,  63.00  ,  55.00  ,  632.40  ,  632.40  ,  2657.00
87.00  ,  99.00  ,  35.00  ,  494.20  ,  494.20  ,  2821.00
91.00  ,  70.00  ,  34.00  ,  449.30  ,  449.30  ,  2478.00
91.00  ,  22.00  ,  65.00  ,  672.10  ,  672.10  ,  2288.00
76.00  ,  60.00  ,  58.00  ,  649.60  ,  649.60  ,  2504.00
32.00  ,  82.00  ,  49.00  ,  573.40  ,  573.40  ,  2136.00
21.00  ,  48.00  ,  26.00  ,  312.10  ,  312.10  ,  1240.00
51.00  ,  65.00  ,  97.00  ,  1002.40  ,  1002.40  ,  2815.00
59.00  ,  22.00  ,  95.00  ,  932.10  ,  932.10  ,  2324.00
64.00  ,  54.00  ,  72.00  ,  764.60  ,  764.60  ,  2478.00
24.00  ,  77.00  ,  38.00  ,  461.70  ,  461.70  ,  1821.00
94.00  ,  43.00  ,  76.00  ,  802.10  ,  802.10  ,  2751.00
48.00  ,  26.00  ,  25.00  ,  287.80  ,  287.80  ,  1264.00
37.00  ,  92.00  ,  73.00  ,  809.70  ,  809.70  ,  2662.00
99.00  ,  32.00  ,  24.00  ,  311.90  ,  311.90  ,  1940.00
47.00  ,  39.00  ,  27.00  ,  322.60  ,  322.60  ,  1449.00
47.00  ,  53.00  ,  26.00  ,  331.60  ,  331.60  ,  1617.00
73.00  ,  44.00  ,  46.00  ,  516.90  ,  516.90  ,  2092.00
32.00  ,  64.00  ,  44.00  ,  504.00  ,  504.00  ,  1832.00
98.00  ,  21.00  ,  96.00  ,  959.50  ,  959.50  ,  2793.00
83.00  ,  57.00  ,  51.00  ,  584.80  ,  584.80  ,  2451.00
46.00  ,  31.00  ,  20.00  ,  247.30  ,  247.30  ,  1235.00
41.00  ,  77.00  ,  100.00  ,  1040.60  ,  1040.60  ,  2893.00
75.00  ,  42.00  ,  79.00  ,  818.90  ,  818.90  ,  2552.00
69.00  ,  77.00  ,  22.00  ,  337.00  ,  337.00  ,  2137.00
68.00  ,  69.00  ,  20.00  ,  307.70  ,  307.70  ,  1993.00
87.00  ,  30.00  ,  27.00  ,  330.90  ,  330.90  ,  1812.00
70.00  ,  56.00  ,  96.00  ,  991.00  ,  991.00  ,  2912.00
52.00  ,  82.00  ,  54.00  ,  629.40  ,  629.40  ,  2446.00
23.00  ,  67.00  ,  96.00  ,  981.80  ,  981.80  ,  2491.00
38.00  ,  81.00  ,  86.00  ,  915.50  ,  915.50  ,  2713.00
86.00  ,  56.00  ,  52.00  ,  594.20  ,  594.20  ,  2488.00
95.00  ,  32.00  ,  43.00  ,  484.70  ,  484.70  ,  2158.00
20.00  ,  87.00  ,  65.00  ,  721.10  ,  721.10  ,  2281.00
47.00  ,  81.00  ,  54.00  ,  625.60  ,  625.60  ,  2373.00
44.00  ,  57.00  ,  36.00  ,  427.30  ,  427.30  ,  1773.00
91.00  ,  87.00  ,  31.00  ,  443.80  ,  443.80  ,  2657.00
34.00  ,  45.00  ,  89.00  ,  894.30  ,  894.30  ,  2239.00
83.00  ,  41.00  ,  93.00  ,  950.40  ,  950.40  ,  2831.00
65.00  ,  45.00  ,  57.00  ,  615.40  ,  615.40  ,  2163.00
23.00  ,  46.00  ,  59.00  ,  614.10  ,  614.10  ,  1700.00
57.00  ,  80.00  ,  90.00  ,  960.50  ,  960.50  ,  2984.00
85.00  ,  42.00  ,  57.00  ,  621.50  ,  621.50  ,  2364.00
45.00  ,  46.00  ,  80.00  ,  818.30  ,  818.30  ,  2258.00
23.00  ,  28.00  ,  81.00  ,  793.10  ,  793.10  ,  1774.00
77.00  ,  90.00  ,  68.00  ,  781.10  ,  781.10  ,  3046.00
23.00  ,  67.00  ,  22.00  ,  301.00  ,  301.00  ,  1455.00
20.00  ,  41.00  ,  88.00  ,  872.90  ,  872.90  ,  2005.00
67.00  ,  67.00  ,  58.00  ,  654.20  ,  654.20  ,  2487.00
81.00  ,  81.00  ,  85.00  ,  927.80  ,  927.80  ,  3215.00
65.00  ,  33.00  ,  89.00  ,  894.20  ,  894.20  ,  2455.00
59.00  ,  48.00  ,  60.00  ,  643.90  ,  643.90  ,  2172.00
92.00  ,  29.00  ,  71.00  ,  736.90  ,  736.90  ,  2475.00
33.00  ,  61.00  ,  66.00  ,  703.00  ,  703.00  ,  2113.00
95.00  ,  70.00  ,  68.00  ,  764.10  ,  764.10  ,  3002.00
20.00  ,  75.00  ,  54.00  ,  604.30  ,  604.30  ,  1971.00
99.00  ,  23.00  ,  52.00  ,  557.80  ,  557.80  ,  2215.00
56.00  ,  97.00  ,  74.00  ,  834.90  ,  834.90  ,  2969.00
48.00  ,  24.00  ,  60.00  ,  607.20  ,  607.20  ,  1728.00
82.00  ,  33.00  ,  78.00  ,  801.50  ,  801.50  ,  2505.00
70.00  ,  89.00  ,  73.00  ,  822.30  ,  822.30  ,  3019.00
68.00  ,  41.00  ,  71.00  ,  740.50  ,  740.50  ,  2343.00
40.00  ,  73.00  ,  41.00  ,  492.10  ,  492.10  ,  2003.00
43.00  ,  32.00  ,  62.00  ,  633.50  ,  633.50  ,  1800.00
52.00  ,  22.00  ,  71.00  ,  707.80  ,  707.80  ,  1904.00
57.00  ,  53.00  ,  53.00  ,  585.00  ,  585.00  ,  2115.00
42.00  ,  82.00  ,  47.00  ,  560.00  ,  560.00  ,  2228.00
60.00  ,  46.00  ,  85.00  ,  871.80  ,  871.80  ,  2508.00
74.00  ,  49.00  ,  39.00  ,  459.50  ,  459.50  ,  2071.00
81.00  ,  90.00  ,  66.00  ,  764.70  ,  764.70  ,  3066.00
90.00  ,  93.00  ,  21.00  ,  359.10  ,  359.10  ,  2583.00
65.00  ,  23.00  ,  73.00  ,  734.00  ,  734.00  ,  2101.00
99.00  ,  34.00  ,  28.00  ,  351.30  ,  351.30  ,  2022.00
35.00  ,  48.00  ,  35.00  ,  401.90  ,  401.90  ,  1534.00
29.00  ,  71.00  ,  21.00  ,  300.00  ,  300.00  ,  1565.00
84.00  ,  61.00  ,  75.00  ,  811.30  ,  811.30  ,  2851.00
89.00  ,  76.00  ,  22.00  ,  345.70  ,  345.70  ,  2364.00
28.00  ,  60.00  ,  62.00  ,  662.40  ,  662.40  ,  1984.00
78.00  ,  67.00  ,  75.00  ,  816.10  ,  816.10  ,  2857.00
37.00  ,  83.00  ,  22.00  ,  328.80  ,  328.80  ,  1831.00
85.00  ,  77.00  ,  92.00  ,  989.00  ,  989.00  ,  3309.00
89.00  ,  25.00  ,  72.00  ,  739.40  ,  739.40  ,  2401.00
91.00  ,  30.00  ,  71.00  ,  737.70  ,  737.70  ,  2476.00
26.00  ,  28.00  ,  58.00  ,  583.00  ,  583.00  ,  1488.00
89.00  ,  62.00  ,  61.00  ,  686.30  ,  686.30  ,  2728.00
98.00  ,  100.00  ,  54.00  ,  675.80  ,  675.80  ,  3232.00
34.00  ,  63.00  ,  41.00  ,  476.10  ,  476.10  ,  1801.00
37.00  ,  80.00  ,  58.00  ,  656.10  ,  656.10  ,  2296.00
32.00  ,  42.00  ,  70.00  ,  714.60  ,  714.60  ,  1910.00
62.00  ,  94.00  ,  45.00  ,  567.20  ,  567.20  ,  2596.00
45.00  ,  48.00  ,  23.00  ,  296.50  ,  296.50  ,  1486.00
49.00  ,  50.00  ,  29.00  ,  356.30  ,  356.30  ,  1644.00
70.00  ,  86.00  ,  55.00  ,  652.80  ,  652.80  ,  2728.00
46.00  ,  56.00  ,  41.00  ,  473.00  ,  473.00  ,  1854.00
61.00  ,  28.00  ,  83.00  ,  830.50  ,  830.50  ,  2258.00
78.00  ,  92.00  ,  89.00  ,  977.40  ,  977.40  ,  3378.00
45.00  ,  76.00  ,  99.00  ,  1032.10  ,  1032.10  ,  2914.00
32.00  ,  20.00  ,  100.00  ,  962.00  ,  962.00  ,  2044.00
65.00  ,  91.00  ,  79.00  ,  877.60  ,  877.60  ,  3069.00
77.00  ,  56.00  ,  57.00  ,  635.70  ,  635.70  ,  2450.00
63.00  ,  75.00  ,  30.00  ,  405.00  ,  405.00  ,  2151.00
59.00  ,  22.00  ,  97.00  ,  950.50  ,  950.50  ,  2352.00
24.00  ,  31.00  ,  54.00  ,  549.10  ,  549.10  ,  1447.00
92.00  ,  85.00  ,  86.00  ,  947.70  ,  947.70  ,  3413.00
74.00  ,  95.00  ,  70.00  ,  804.50  ,  804.50  ,  3103.00
72.00  ,  97.00  ,  49.00  ,  612.90  ,  612.90  ,  2811.00
21.00  ,  37.00  ,  35.00  ,  380.60  ,  380.60  ,  1223.00
96.00  ,  82.00  ,  87.00  ,  955.00  ,  955.00  ,  3436.00
66.00  ,  90.00  ,  44.00  ,  554.80  ,  554.80  ,  2578.00
66.00  ,  28.00  ,  76.00  ,  768.60  ,  768.60  ,  2220.00
91.00  ,  26.00  ,  80.00  ,  815.30  ,  815.30  ,  2550.00
77.00  ,  75.00  ,  70.00  ,  780.00  ,  780.00  ,  2879.00
35.00  ,  69.00  ,  50.00  ,  567.20  ,  567.20  ,  2017.00
77.00  ,  46.00  ,  61.00  ,  659.50  ,  659.50  ,  2376.00
44.00  ,  54.00  ,  84.00  ,  865.00  ,  865.00  ,  2406.00
50.00  ,  80.00  ,  52.00  ,  607.40  ,  607.40  ,  2368.00
62.00  ,  88.00  ,  23.00  ,  357.00  ,  357.00  ,  2210.00
86.00  ,  80.00  ,  38.00  ,  496.60  ,  496.60  ,  2604.00
32.00  ,  52.00  ,  42.00  ,  470.00  ,  470.00  ,  1648.00
56.00  ,  25.00  ,  24.00  ,  281.30  ,  281.30  ,  1333.00
27.00  ,  81.00  ,  85.00  ,  900.80  ,  900.80  ,  2567.00
25.00  ,  20.00  ,  41.00  ,  415.70  ,  415.70  ,  1134.00
58.00  ,  45.00  ,  55.00  ,  593.50  ,  593.50  ,  2051.00
72.00  ,  56.00  ,  58.00  ,  642.40  ,  642.40  ,  2404.00
72.00  ,  74.00  ,  93.00  ,  987.80  ,  987.80  ,  3128.00
86.00  ,  99.00  ,  46.00  ,  594.90  ,  594.90  ,  2963.00
48.00  ,  22.00  ,  100.00  ,  972.60  ,  972.60  ,  2262.00
87.00  ,  85.00  ,  28.00  ,  411.60  ,  411.60  ,  2541.00
37.00  ,  27.00  ,  86.00  ,  844.80  ,  844.80  ,  1999.00
75.00  ,  49.00  ,  54.00  ,  598.00  ,  598.00  ,  2293.00
23.00  ,  81.00  ,  93.00  ,  972.40  ,  972.40  ,  2631.00
28.00  ,  72.00  ,  99.00  ,  1018.40  ,  1018.40  ,  2658.00
53.00  ,  68.00  ,  99.00  ,  1025.70  ,  1025.70  ,  2906.00
35.00  ,  48.00  ,  35.00  ,  401.90  ,  401.90  ,  1534.00
28.00  ,  79.00  ,  50.00  ,  576.70  ,  576.70  ,  2063.00
52.00  ,  55.00  ,  41.00  ,  474.70  ,  474.70  ,  1913.00
66.00  ,  67.00  ,  22.00  ,  322.50  ,  322.50  ,  1971.00
72.00  ,  38.00  ,  34.00  ,  398.20  ,  398.20  ,  1834.00
26.00  ,  64.00  ,  90.00  ,  924.20  ,  924.20  ,  2404.00
41.00  ,  60.00  ,  29.00  ,  365.30  ,  365.30  ,  1678.00
76.00  ,  58.00  ,  49.00  ,  564.20  ,  564.20  ,  2352.00
89.00  ,  71.00  ,  93.00  ,  992.40  ,  992.40  ,  3293.00
59.00  ,  71.00  ,  54.00  ,  618.60  ,  618.60  ,  2387.00
22.00  ,  57.00  ,  94.00  ,  949.90  ,  949.90  ,  2321.00
99.00  ,  59.00  ,  32.00  ,  420.60  ,  420.60  ,  2403.00
73.00  ,  47.00  ,  66.00  ,  704.80  ,  704.80  ,  2411.00
51.00  ,  64.00  ,  69.00  ,  743.50  ,  743.50  ,  2410.00
71.00  ,  49.00  ,  34.00  ,  412.00  ,  412.00  ,  1965.00
31.00  ,  27.00  ,  22.00  ,  253.00  ,  253.00  ,  1031.00
20.00  ,  93.00  ,  40.00  ,  498.90  ,  498.90  ,  2009.00
55.00  ,  22.00  ,  42.00  ,  442.50  ,  442.50  ,  1534.00
87.00  ,  70.00  ,  78.00  ,  852.10  ,  852.10  ,  3046.00
35.00  ,  30.00  ,  41.00  ,  433.70  ,  433.70  ,  1384.00
53.00  ,  82.00  ,  47.00  ,  565.50  ,  565.50  ,  2360.00
83.00  ,  40.00  ,  31.00  ,  378.70  ,  378.70  ,  1950.00
60.00  ,  50.00  ,  81.00  ,  840.20  ,  840.20  ,  2504.00
74.00  ,  82.00  ,  92.00  ,  990.00  ,  990.00  ,  3242.00
62.00  ,  79.00  ,  67.00  ,  750.10  ,  750.10  ,  2709.00
76.00  ,  31.00  ,  60.00  ,  630.30  ,  630.30  ,  2155.00
80.00  ,  69.00  ,  39.00  ,  488.50  ,  488.50  ,  2403.00
29.00  ,  29.00  ,  55.00  ,  558.20  ,  558.20  ,  1495.00
32.00  ,  82.00  ,  21.00  ,  315.80  ,  315.80  ,  1744.00
22.00  ,  48.00  ,  86.00  ,  864.60  ,  864.60  ,  2092.00
82.00  ,  47.00  ,  56.00  ,  617.30  ,  617.30  ,  2379.00
83.00  ,  97.00  ,  69.00  ,  802.40  ,  802.40  ,  3223.00
98.00  ,  20.00  ,  66.00  ,  682.20  ,  682.20  ,  2360.00
66.00  ,  60.00  ,  82.00  ,  865.40  ,  865.40  ,  2720.00
33.00  ,  41.00  ,  28.00  ,  327.40  ,  327.40  ,  1321.00
